model_id	host_strain_name	host_strain_nomenclature	engraftment_site	engraftment_type	sample_type	sample_state	passage_number	publications	Provider
WM4071-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM3994-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4070-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4071-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4089	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4099	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4096	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4200	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4205-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4205-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4206	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4208	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4210-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4211-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4223	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4224	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4226	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4228	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4231-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4233	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4231-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4235	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4237-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4242	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4243	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4247	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4248	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4249	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4250	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4251	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4420-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4420-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4420-4	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4420-5	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4420-6	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4254	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4255	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4257	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4260	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4262	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4263	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4264-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4265-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4265-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4266	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4267	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM3994-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4274	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4280	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4285	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4286-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4237-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4292	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4295-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4299-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4299-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4299-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4299-4	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4018-7	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4301	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4303	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4304	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
wm4306-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4314-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4319	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4264-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4318-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4295-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4295-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4323	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4324	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4329	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4330	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
wm4331	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4335-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4339-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4340	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4342	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4237-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4346	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4348	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4350	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4351-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4352	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4353	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4359-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4359-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4360	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4364-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4365	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4367	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4276-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4369	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4314-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4258-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4258-4	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4237-4	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4376-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4336-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4386	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4388	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4389	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4390	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4391	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4239	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4398	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4399	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4400-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4400-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4404-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4404-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4408	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4336-4	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4336-5	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4380-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4419	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4426	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4430	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4431	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4432	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4351-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
